#(0)Hugo,(1)Profile,(2)FL,(3)Material of Real,(4)Rotate,(5)FrontColor,(6)BackColor,(7)SectionColor
#SETTINGS,NorthAmerica,inch,,,,,
#ALL,ALL,,,,,,
##STEEL_BEAM,,,,,,,
W14x34,H-13.98x6.75x0.29x0.46,,,,matSTEEL,BLACK,BLACK
W14x30,H-13.84x6.73x0.27x0.39,,,,matSTEEL,BLACK,BLACK
W14x26,H-13.91x5.03x0.26x0.42,,,,matSTEEL,BLACK,BLACK
W14x22,H-13.74x5.00x0.23x0.34,,,,matSTEEL,BLACK,BLACK
W12x336,H-16.82x13.39x1.78x2.96,,,,matSTEEL,BLACK,BLACK
W12x305,H-16.32x13.24x1.63x2.71,,,,matSTEEL,BLACK,BLACK
W12x279,H-15.85x13.14x1.53x2.47,,,,matSTEEL,BLACK,BLACK
W12x252,H-15.41x13.01x1.40x2.25,,,,matSTEEL,BLACK,BLACK
W12x230,H-15.05x12.90x1.29x2.07,,,,matSTEEL,BLACK,BLACK
W12x210,H-14.71x12.79x1.18x1.90,,,,matSTEEL,BLACK,BLACK
W12x190,H-14.38x12.67x1.06x1.74,,,,matSTEEL,BLACK,BLACK
W12x170,H-14.03x12.57x0.96x1.56,,,,matSTEEL,BLACK,BLACK
W12x152,H-13.71x12.48x0.87x1.40,,,,matSTEEL,BLACK,BLACK
W12x136,H-13.41x12.40x0.79x1.25,,,,matSTEEL,BLACK,BLACK
W12x120,H-13.12x12.32x0.71x1.11,,,,matSTEEL,BLACK,BLACK
W12x106,H-12.89x12.22x0.61x0.99,,,,matSTEEL,BLACK,BLACK
W12x96,H-12.71x12.16x0.55x0.90,,,,matSTEEL,BLACK,BLACK
W12x87,H-12.53x12.13x0.52x0.81,,,,matSTEEL,BLACK,BLACK
W12x79,H-12.38x12.08x0.47x0.74,,,,matSTEEL,BLACK,BLACK
W12x72,H-12.25x12.04x0.43x0.67,,,,matSTEEL,BLACK,BLACK
W12x65,H-12.12x12.00x0.39x0.61,,,,matSTEEL,BLACK,BLACK
W12x58,H-12.19x10.01x0.36x0.64,,,,matSTEEL,BLACK,BLACK
W12x53,H-12.06x10.00x0.35x0.58,,,,matSTEEL,BLACK,BLACK
W12x50,H-12.19x8.08x0.37x0.64,,,,matSTEEL,BLACK,BLACK
W12x45,H-12.06x8.05x0.34x0.58,,,,matSTEEL,BLACK,BLACK
W12x40,H-11.94x8.01x0.30x0.52,,,,matSTEEL,BLACK,BLACK
W12x35,H-12.50x6.56x0.30x0.52,,,,matSTEEL,BLACK,BLACK
W12x30,H-12.34x6.52x0.26x0.44,,,,matSTEEL,BLACK,BLACK
W12x26,H-12.22x6.49x0.23x0.38,,,,matSTEEL,BLACK,BLACK
W12x22,H-12.31x4.03x0.26x0.43,,,,matSTEEL,BLACK,BLACK
W12x19,H-12.16x4.01x0.24x0.35,,,,matSTEEL,BLACK,BLACK
W12x16,H-11.99x3.99x0.22x0.27,,,,matSTEEL,BLACK,BLACK
W12x14,H-11.91x3.97x0.20x0.23,,,,matSTEEL,BLACK,BLACK
W10x112,H-11.36x10.42x0.76x1.25,,,,matSTEEL,BLACK,BLACK
W10x100,H-11.10x10.34x0.68x1.12,,,,matSTEEL,BLACK,BLACK
W10x88,H-10.84x10.27x0.61x0.99,,,,matSTEEL,BLACK,BLACK
W10x77,H-10.60x10.19x0.53x0.87,,,,matSTEEL,BLACK,BLACK
W10x68,H-10.40x10.13x0.47x0.77,,,,matSTEEL,BLACK,BLACK
W10x60,H-10.22x10.08x0.42x0.68,,,,matSTEEL,BLACK,BLACK
W10x54,H-10.09x10.03x0.37x0.62,,,,matSTEEL,BLACK,BLACK
W10x49,H-9.98x10.00x0.34x0.56,,,,matSTEEL,BLACK,BLACK
W10x45,H-10.10x8.02x0.35x0.62,,,,matSTEEL,BLACK,BLACK
W10x39,H-9.92x7.99x0.32x0.53,,,,matSTEEL,BLACK,BLACK
W10x33,H-9.73x7.96x0.29x0.44,,,,matSTEEL,BLACK,BLACK
W10x30,H-10.47x5.81x0.30x0.51,,,,matSTEEL,BLACK,BLACK
W10x26,H-10.33x5.77x0.26x0.44,,,,matSTEEL,BLACK,BLACK
W10x22,H-10.17x5.75x0.24x0.36,,,,matSTEEL,BLACK,BLACK
W10x19,H-10.24x4.02x0.25x0.40,,,,matSTEEL,BLACK,BLACK
W10x17,H-10.11x4.01x0.24x0.33,,,,matSTEEL,BLACK,BLACK
W10x15,H-9.99x4.00x0.23x0.27,,,,matSTEEL,BLACK,BLACK
W10x12,H-9.87x3.96x0.19x0.21,,,,matSTEEL,BLACK,BLACK
W8x67,H-9.00x8.28x0.57x0.94,,,,matSTEEL,BLACK,BLACK
W8x58,H-8.75x8.22x0.51x0.81,,,,matSTEEL,BLACK,BLACK
W8x48,H-8.50x8.11x0.40x0.69,,,,matSTEEL,BLACK,BLACK
W8x40,H-8.25x8.07x0.36x0.56,,,,matSTEEL,BLACK,BLACK
W8x35,H-8.12x8.02x0.31x0.50,,,,matSTEEL,BLACK,BLACK
W8x31,H-8.00x8.00x0.29x0.44,,,,matSTEEL,BLACK,BLACK
W8x28,H-8.06x6.54x0.29x0.47,,,,matSTEEL,BLACK,BLACK
W8x24,H-7.93x6.50x0.25x0.40,,,,matSTEEL,BLACK,BLACK
W8x21,H-8.28x5.27x0.25x0.40,,,,matSTEEL,BLACK,BLACK
W8x18,H-8.14x5.25x0.23x0.33,,,,matSTEEL,BLACK,BLACK
W8x15,H-8.11x4.02x0.25x0.32,,,,matSTEEL,BLACK,BLACK
W8x13,H-7.99x4.00x0.23x0.26,,,,matSTEEL,BLACK,BLACK
W8x10,H-7.89x3.94x0.17x0.21,,,,matSTEEL,BLACK,BLACK
W6x25,H-6.38x6.08x0.32x0.46,,,,matSTEEL,BLACK,BLACK
W6x20,H-6.20x6.02x0.26x0.37,,,,matSTEEL,BLACK,BLACK
W6x15,H-5.99x5.99x0.23x0.26,,,,matSTEEL,BLACK,BLACK
W6x16,H-6.28x4.03x0.26x0.41,,,,matSTEEL,BLACK,BLACK
W6x12,H-6.03x4.00x0.23x0.28,,,,matSTEEL,BLACK,BLACK
W6x9,H-5.90x3.94x0.17x0.22,,,,matSTEEL,BLACK,BLACK
W5x19,H-5.15x5.03x0.27x0.43,,,,matSTEEL,BLACK,BLACK
W5x16,H-5.01x5.00x0.24x0.36,,,,matSTEEL,BLACK,BLACK
W4x13,H-4.16x4.06x0.28x0.35,,,,matSTEEL,BLACK,BLACK
##STEEL_COLUMN,,,,,,,
SC1,SHS-8x8x0.5x1,,,,matSTEEL,BLACK,BLACK
##RC_BEAM,,,,,,,
RB1,RC-20x32,,RC,,matCONC,BLACK,BLACK
RB2,RC-20x20,,RC,,matCONC,BLACK,BLACK
##RC_GIRDER,,,,,,,
G1,RC-20x32,,RC,,matCONC,BLACK,BLACK
G2,RC-20x24,,RC,,matCONC,BLACK,BLACK
FG1,RC-20x48,,RC,,matCONC,BLACK,BLACK
##RC_COLUMN,,,,,,,
C1,RC-20x20,,RC,,matCONC,BLACK,BLACK
C2,RC-24x24,,RC,,matCONC,BLACK,BLACK
C3,RC-32x32,,RC,,matCONC,BLACK,BLACK
C4,RC-24x36,,RC,,matCONC,BLACK,BLACK
##RC_FOOTING,,,,,,,
F1,RCF-48x48x24,-24,RC,,matCONC,BLACK,BLACK
FC1,RCF-24x24x48,0,RC,,matCONC,BLACK,BLACK
##RC_WALL,ï«,,,,,,
FREEWALL,W-0,,RC,,matCONC,BLACK,BLACK
W4,RCW-4,,RC,,matCONC,BLACK,BLACK
ALC4,W-4,,,,matCONC,BLACK,BLACK
PARAPET,[SHAPE]PARAPET1,,RC,,matCONC,BLACK,BLACK
##SLAB,è∞,,,,,,
S1,RCSL-6,,RC,,matCONC,BLACK,BLACK
S2,RCSL-7,,RC,,matCONC,BLACK,BLACK
S3,RCSL-8,,RC,,matCONC,BLACK,BLACK
